1.00	0.69	0.62	0.77	0.46	0.85	0.46	0.54	0.92	0.50	0.69	0.77	0.69	0.77	0.54	0.77	0.85	0.77	0.69	0.62	0.62	0.67	0.62	0.92	0.79	0.85	0.40	0.85	0.75	0.69	0.25	0.56	0.67	0.64	0.62	0.54	0.77	0.85	0.43	0.86	0.77	0.45	0.46	0.62	0.46	0.69	0.43	0.79	0.77	0.67	0.77	0.73	0.33	0.69	0.60	0.54	0.62	0.59	0.71	0.69	0.77	0.69	0.57	0.93	0.50	0.85	0.46	0.40	0.55	0.77	0.54	0.62	0.54	0.92	0.64	0.46	0.77	0.65	0.85	0.77	0.71	0.38	0.65	0.63	0.61	0.54	0.62	0.46	0.68	0.85	0.69	0.86	0.46	0.79	0.85	0.86	0.77	0.53	0.46	0.54	0.62	0.62	0.33	0.54	0.67	0.54	0.77	0.36	0.71	0.53	0.46	0.45	0.79	0.54	0.69	0.77	0.62	0.67	0.80	0.77	0.77	0.54	0.71	0.69	0.79	0.69	0.23	0.67	0.71	0.77	0.92	0.85	0.71	0.53	0.69	0.54	0.71	0.38	0.75	0.92	0.58	0.77	0.43	0.87	0.56	0.92	0.40	0.40	0.77	0.85	0.80	0.62	0.62	0.62	0.62	0.67	0.46	0.62	0.73	0.69	0.62	0.62	0.80	0.54	0.18	0.41	0.85	0.54	0.77	0.15	0.38	0.54	0.92	0.79	0.29	0.48	0.80	0.86	0.62	0.73	0.65	0.69	0.86	0.61	0.54	0.69	0.85	0.54	0.33	0.62	0.64	0.62	0.62	0.69
0.69	1.00	0.44	0.69	0.44	0.62	0.50	0.50	0.75	0.60	0.69	0.75	0.56	0.69	0.56	0.62	0.62	0.69	0.62	0.62	0.56	0.72	0.44	0.69	0.75	0.69	0.44	0.69	0.94	0.62	0.29	0.67	0.75	0.62	0.50	0.50	0.75	0.81	0.44	0.81	0.56	0.64	0.50	0.62	0.44	0.75	0.44	0.69	0.69	0.83	0.69	0.94	0.41	0.94	0.62	0.56	0.50	0.88	0.88	0.81	0.50	0.62	0.71	0.75	0.60	0.75	0.44	0.35	0.65	0.69	0.56	0.50	0.44	0.69	0.62	0.44	0.62	0.65	0.75	0.50	0.88	0.44	0.82	0.68	0.67	0.50	0.50	0.44	0.63	0.62	0.75	0.62	0.38	0.81	0.62	0.69	0.75	0.50	0.62	0.44	0.56	0.50	0.43	0.38	0.88	0.69	0.69	0.43	0.59	0.59	0.50	0.64	0.81	0.44	0.69	0.56	0.44	0.83	0.75	0.62	0.69	0.44	0.56	0.44	0.69	0.69	0.23	0.69	0.76	0.69	0.62	0.75	0.75	0.75	0.62	0.50	0.71	0.44	0.75	0.62	0.63	0.62	0.65	0.69	0.69	0.75	0.44	0.44	0.62	0.62	0.75	0.56	0.50	0.38	0.50	0.69	0.50	0.50	0.69	0.56	0.56	0.44	0.75	0.50	0.21	0.47	0.69	0.50	0.62	0.22	0.38	0.50	0.75	0.69	0.29	0.64	0.88	0.75	0.56	0.75	0.65	0.94	0.69	0.61	0.62	0.88	0.69	0.44	0.39	0.62	0.69	0.62	0.62	0.69
0.62	0.44	1.00	0.55	0.75	0.62	0.75	0.88	0.54	0.35	0.50	0.50	0.55	0.46	0.42	0.55	0.64	0.50	0.60	0.42	0.70	0.39	0.78	0.67	0.50	0.58	0.27	0.58	0.44	0.50	0.21	0.39	0.47	0.36	0.36	0.44	0.54	0.54	0.29	0.50	0.70	0.32	0.46	0.45	0.75	0.44	0.29	0.50	0.50	0.39	0.50	0.47	0.26	0.44	0.47	0.78	0.55	0.35	0.43	0.46	0.73	0.42	0.38	0.57	0.30	0.58	0.46	0.40	0.35	0.64	0.45	0.67	0.40	0.62	0.43	0.40	0.50	0.35	0.54	0.80	0.41	0.25	0.41	0.37	0.33	0.67	0.70	0.44	0.42	0.67	0.44	0.57	0.75	0.57	0.73	0.50	0.46	0.47	0.60	0.88	0.78	0.64	0.33	0.88	0.40	0.64	0.58	0.25	0.47	0.47	0.67	0.27	0.50	0.75	0.46	0.50	0.88	0.39	0.47	0.55	0.50	0.88	0.50	0.89	0.50	0.46	0.12	0.47	0.41	0.54	0.54	0.54	0.43	0.47	0.46	0.58	0.41	0.25	0.44	0.67	0.37	0.50	0.30	0.53	0.38	0.54	0.27	0.27	0.60	0.64	0.47	0.42	0.70	0.88	0.78	0.40	0.67	0.64	0.53	0.67	0.70	0.88	0.47	0.40	0.18	0.41	0.50	0.88	0.50	0.15	0.62	0.78	0.62	0.50	0.24	0.28	0.53	0.50	0.38	0.47	0.41	0.44	0.57	0.39	0.70	0.44	0.50	0.36	0.28	0.50	0.43	0.70	0.44	0.50
0.77	0.69	0.55	1.00	0.64	0.69	0.64	0.64	0.85	0.50	0.83	0.92	0.73	0.85	0.67	0.91	0.91	0.92	0.91	0.75	0.64	0.61	0.64	0.83	0.71	0.83	0.40	0.83	0.69	0.83	0.21	0.56	0.67	0.64	0.64	0.64	0.77	0.85	0.43	0.79	0.82	0.41	0.54	0.82	0.64	0.69	0.43	0.71	0.92	0.61	0.92	0.73	0.33	0.69	0.53	0.64	0.64	0.65	0.79	0.77	0.64	0.75	0.52	0.71	0.55	0.92	0.54	0.30	0.55	0.91	0.73	0.73	0.55	0.77	0.71	0.55	0.83	0.65	0.85	0.64	0.65	0.38	0.59	0.58	0.61	0.73	0.64	0.55	0.53	0.75	0.62	0.64	0.55	0.64	0.82	0.71	0.85	0.40	0.55	0.55	0.73	0.64	0.29	0.55	0.73	0.64	0.83	0.36	0.53	0.47	0.64	0.50	0.71	0.64	0.77	0.67	0.64	0.61	0.73	0.91	0.92	0.55	0.64	0.55	0.71	0.77	0.19	0.60	0.65	0.77	0.77	0.85	0.79	0.47	0.77	0.58	0.59	0.38	0.69	0.75	0.53	0.83	0.43	0.67	0.62	0.77	0.40	0.40	0.91	0.82	0.73	0.67	0.64	0.55	0.55	0.73	0.64	0.64	0.60	0.82	0.55	0.55	0.73	0.64	0.18	0.35	0.92	0.55	0.83	0.12	0.55	0.64	0.77	0.71	0.24	0.44	0.67	0.79	0.62	0.67	0.59	0.69	0.64	0.56	0.55	0.69	0.83	0.55	0.33	0.75	0.71	0.73	0.56	0.83
0.46	0.44	0.75	0.64	1.00	0.46	0.88	0.88	0.54	0.35	0.58	0.58	0.45	0.54	0.50	0.55	0.55	0.58	0.70	0.50	0.70	0.39	0.67	0.50	0.50	0.58	0.27	0.50	0.44	0.58	0.18	0.39	0.47	0.43	0.36	0.44	0.54	0.54	0.29	0.50	0.60	0.27	0.54	0.55	0.88	0.44	0.29	0.50	0.58	0.39	0.58	0.47	0.26	0.44	0.47	0.78	0.45	0.41	0.50	0.54	0.55	0.50	0.33	0.43	0.35	0.58	0.54	0.30	0.35	0.64	0.55	0.78	0.40	0.46	0.50	0.40	0.58	0.41	0.54	0.60	0.41	0.25	0.41	0.37	0.39	0.78	0.70	0.44	0.32	0.50	0.44	0.43	0.86	0.43	0.55	0.43	0.54	0.40	0.60	0.86	0.78	0.64	0.29	0.86	0.47	0.64	0.58	0.25	0.35	0.41	0.78	0.32	0.43	0.88	0.54	0.42	0.75	0.39	0.47	0.64	0.58	0.75	0.43	0.67	0.50	0.54	0.12	0.47	0.41	0.54	0.46	0.54	0.50	0.47	0.54	0.58	0.35	0.25	0.44	0.50	0.37	0.58	0.30	0.40	0.44	0.46	0.27	0.27	0.60	0.55	0.47	0.50	0.70	0.75	0.67	0.47	0.78	0.64	0.40	0.67	0.60	0.75	0.47	0.40	0.18	0.35	0.58	0.75	0.50	0.12	0.86	0.78	0.46	0.50	0.24	0.28	0.40	0.50	0.46	0.47	0.41	0.44	0.43	0.33	0.60	0.44	0.50	0.36	0.28	0.58	0.50	0.70	0.38	0.58
0.85	0.62	0.62	0.69	0.46	1.00	0.46	0.54	0.77	0.60	0.69	0.69	0.62	0.69	0.54	0.69	0.77	0.69	0.69	0.54	0.54	0.56	0.62	0.85	0.71	0.77	0.33	0.77	0.62	0.85	0.29	0.67	0.80	0.50	0.46	0.46	0.77	0.77	0.36	0.71	0.77	0.41	0.62	0.54	0.46	0.62	0.36	0.86	0.69	0.56	0.69	0.67	0.41	0.62	0.53	0.54	0.62	0.53	0.64	0.69	0.69	0.54	0.52	0.79	0.55	0.77	0.62	0.50	0.55	0.77	0.54	0.54	0.46	0.85	0.64	0.46	0.69	0.53	0.77	0.69	0.59	0.31	0.59	0.53	0.50	0.54	0.54	0.46	0.58	0.85	0.75	0.93	0.46	0.79	0.85	0.71	0.69	0.47	0.46	0.54	0.62	0.54	0.43	0.54	0.60	0.54	0.85	0.39	0.65	0.47	0.46	0.41	0.71	0.46	0.85	0.62	0.62	0.56	0.67	0.69	0.69	0.54	0.86	0.62	0.71	0.62	0.27	0.73	0.65	0.92	0.77	0.77	0.71	0.47	0.85	0.54	0.59	0.31	0.62	0.85	0.63	0.69	0.52	0.73	0.56	0.77	0.33	0.33	0.69	0.77	0.67	0.54	0.54	0.54	0.54	0.60	0.46	0.69	0.87	0.69	0.54	0.54	0.67	0.46	0.24	0.41	0.69	0.54	0.69	0.15	0.38	0.54	0.85	0.71	0.33	0.44	0.73	0.71	0.54	0.80	0.71	0.62	0.79	0.56	0.54	0.62	0.69	0.46	0.33	0.62	0.57	0.62	0.56	0.62
0.46	0.50	0.75	0.64	0.88	0.46	1.00	0.88	0.54	0.40	0.67	0.67	0.55	0.54	0.58	0.55	0.55	0.58	0.70	0.58	0.80	0.44	0.67	0.50	0.57	0.58	0.33	0.58	0.44	0.58	0.18	0.44	0.47	0.50	0.45	0.56	0.62	0.62	0.36	0.57	0.60	0.32	0.62	0.64	0.88	0.44	0.36	0.50	0.58	0.39	0.58	0.47	0.30	0.50	0.53	0.89	0.55	0.47	0.50	0.54	0.55	0.58	0.33	0.50	0.40	0.58	0.54	0.30	0.40	0.64	0.64	0.78	0.50	0.46	0.50	0.50	0.58	0.47	0.54	0.60	0.41	0.31	0.41	0.42	0.44	0.78	0.70	0.56	0.37	0.50	0.50	0.43	0.75	0.43	0.55	0.50	0.62	0.47	0.70	0.75	0.78	0.64	0.33	0.75	0.47	0.64	0.58	0.29	0.35	0.47	0.89	0.32	0.43	0.88	0.62	0.50	0.75	0.39	0.47	0.64	0.58	0.88	0.43	0.67	0.50	0.62	0.15	0.53	0.47	0.54	0.46	0.54	0.57	0.53	0.54	0.58	0.41	0.31	0.44	0.50	0.37	0.58	0.35	0.40	0.50	0.54	0.33	0.33	0.60	0.55	0.47	0.58	0.70	0.75	0.78	0.53	0.89	0.64	0.47	0.67	0.60	0.75	0.47	0.50	0.21	0.41	0.58	0.88	0.50	0.12	0.75	0.78	0.54	0.50	0.29	0.32	0.40	0.50	0.54	0.53	0.41	0.44	0.50	0.39	0.60	0.50	0.58	0.45	0.33	0.67	0.57	0.80	0.44	0.67
0.54	0.50	0.88	0.64	0.88	0.54	0.88	1.00	0.62	0.40	0.58	0.58	0.45	0.54	0.50	0.55	0.55	0.58	0.70	0.50	0.80	0.44	0.67	0.58	0.57	0.67	0.27	0.50	0.50	0.58	0.18	0.44	0.53	0.43	0.36	0.44	0.62	0.62	0.29	0.57	0.60	0.32	0.54	0.55	0.88	0.50	0.29	0.57	0.58	0.44	0.58	0.53	0.30	0.50	0.53	0.89	0.45	0.41	0.50	0.54	0.64	0.50	0.38	0.50	0.35	0.67	0.54	0.35	0.40	0.73	0.55	0.78	0.40	0.54	0.50	0.40	0.58	0.41	0.62	0.70	0.47	0.25	0.47	0.42	0.39	0.78	0.80	0.44	0.37	0.58	0.50	0.50	0.75	0.50	0.64	0.43	0.54	0.47	0.60	0.88	0.89	0.73	0.29	0.75	0.47	0.73	0.67	0.29	0.41	0.47	0.78	0.32	0.43	0.88	0.54	0.42	0.75	0.44	0.53	0.64	0.58	0.75	0.43	0.78	0.57	0.54	0.12	0.53	0.47	0.62	0.46	0.62	0.50	0.53	0.54	0.58	0.41	0.25	0.50	0.58	0.42	0.58	0.35	0.47	0.44	0.54	0.27	0.27	0.60	0.64	0.53	0.50	0.80	0.75	0.78	0.47	0.78	0.73	0.47	0.67	0.70	0.88	0.53	0.40	0.18	0.41	0.58	0.88	0.50	0.15	0.75	0.89	0.54	0.57	0.24	0.32	0.47	0.57	0.46	0.53	0.47	0.50	0.50	0.33	0.70	0.50	0.50	0.36	0.28	0.58	0.50	0.80	0.38	0.58
0.92	0.75	0.54	0.85	0.54	0.77	0.54	0.62	1.00	0.55	0.77	0.85	0.62	0.85	0.62	0.77	0.77	0.85	0.77	0.69	0.69	0.72	0.54	0.85	0.86	0.92	0.40	0.77	0.81	0.77	0.21	0.61	0.73	0.71	0.62	0.54	0.85	0.92	0.43	0.93	0.69	0.45	0.54	0.69	0.54	0.75	0.43	0.86	0.85	0.72	0.85	0.80	0.37	0.75	0.67	0.62	0.54	0.65	0.79	0.77	0.69	0.77	0.57	0.86	0.55	0.92	0.54	0.35	0.60	0.85	0.62	0.69	0.54	0.85	0.71	0.46	0.85	0.71	0.92	0.69	0.76	0.38	0.71	0.68	0.67	0.62	0.69	0.46	0.63	0.77	0.75	0.79	0.46	0.71	0.77	0.79	0.85	0.53	0.46	0.54	0.69	0.69	0.29	0.46	0.73	0.62	0.85	0.39	0.65	0.59	0.54	0.50	0.71	0.62	0.77	0.69	0.54	0.72	0.87	0.85	0.85	0.46	0.64	0.62	0.86	0.77	0.23	0.73	0.76	0.85	0.85	0.92	0.79	0.60	0.77	0.54	0.71	0.38	0.81	0.85	0.63	0.85	0.48	0.80	0.62	0.92	0.40	0.40	0.77	0.85	0.87	0.69	0.69	0.54	0.62	0.73	0.54	0.69	0.67	0.69	0.62	0.62	0.87	0.54	0.18	0.41	0.92	0.54	0.77	0.15	0.46	0.62	0.85	0.86	0.29	0.52	0.73	0.93	0.69	0.80	0.71	0.75	0.79	0.56	0.54	0.75	0.85	0.54	0.33	0.69	0.71	0.69	0.56	0.77
0.50	0.60	0.35	0.50	0.35	0.60	0.40	0.40	0.55	1.00	0.55	0.55	0.40	0.50	0.45	0.45	0.45	0.50	0.50	0.45	0.45	0.65	0.35	0.50	0.60	0.55	0.35	0.50	0.55	0.60	0.39	0.85	0.65	0.50	0.35	0.35	0.60	0.60	0.35	0.60	0.45	0.45	0.55	0.45	0.35	0.55	0.35	0.65	0.50	0.55	0.50	0.55	0.56	0.65	0.60	0.45	0.40	0.65	0.50	0.50	0.40	0.45	0.52	0.55	0.65	0.55	0.45	0.45	0.75	0.55	0.45	0.40	0.35	0.50	0.50	0.35	0.50	0.50	0.55	0.40	0.55	0.35	0.55	0.80	0.60	0.40	0.40	0.35	0.60	0.50	0.70	0.60	0.30	0.50	0.50	0.50	0.60	0.60	0.35	0.35	0.45	0.40	0.57	0.30	0.50	0.40	0.60	0.61	0.50	0.60	0.45	0.59	0.45	0.35	0.65	0.40	0.35	0.55	0.55	0.50	0.50	0.35	0.55	0.35	0.55	0.50	0.50	0.65	0.75	0.65	0.45	0.55	0.65	0.50	0.60	0.35	0.55	0.35	0.55	0.50	0.65	0.50	0.74	0.50	0.70	0.55	0.35	0.35	0.45	0.50	0.55	0.45	0.40	0.30	0.40	0.50	0.45	0.50	0.70	0.45	0.35	0.35	0.55	0.35	0.38	0.60	0.50	0.40	0.45	0.15	0.30	0.40	0.55	0.55	0.52	0.64	0.50	0.55	0.45	0.70	0.65	0.55	0.55	0.65	0.35	0.65	0.50	0.35	0.55	0.60	0.60	0.50	0.65	0.55
